#,ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
,MAR03905,,ethanol[c] + NAD+[c] => acetaldehyde[c] + H+[c] + NADH[c],1.1.1.1;1.1.1.71,Adh1 or Adh4 or Adh5 or Adh6b or Adh7 or Adhfe1 or Zadh2,,,,,,Glycolysis / Gluconeogenesis,,,PMID:10868354;PMID:12491384;PMID:12818203;PMID:14674758;PMID:15289102;PMID:15299346;PMID:15327949;PMID:15682493;PMID:15713978,0
,MAR11787,Transport by Pcet into Extracellular Space,"H+[s] + 5,10-methylene-THF[s] => 5,10-methylene-THF[c] + H+[c]",,Slc46a1,,,,,,Transport reactions,,,PMID:24653705;PMID:23609145,0
,MAR11791,Transport in via Sodium Symport into Extracellular Space,Na+[s] + selenomethionine[s] => Na+[c] + selenomethionine[c],,(Cltrn and Slc6a19) or (Ace2 and Slc6a19) or Slc22a5 or Slc38a1 or Slc38a2 or Slc6a14,,,,,,Transport reactions,,,PMID:2723818,0
,MAR11792,Transport (ATP-Dependent) into Extracellular Space,(18R)-HEPE[c] + ATP[c] + H2O[c] => ADP[c] + H+[c] + Pi[c] + (18R)-HEPE[s],3.6.3.44,Abcc1 or Abcc4,,,,,,Transport reactions,,,PMID:18353444;PMID:23945567,0
,MAR11793,Transport (ATP-Dependent) into Extracellular Space,5(S)-HEPE[c] + ATP[c] + H2O[c] => ADP[c] + H+[c] + Pi[c] + 5(S)-HEPE[s],,Abcc1 or Abcc4,,,,,,Transport reactions,,,PMID:18353444;PMID:23945567,0
,MAR11794,Transport (ATP-Dependent) into Extracellular Space,"5,15-DiHETE[c] + ATP[c] + H2O[c] => ADP[c] + H+[c] + Pi[c] + 5,15-DiHETE[s]",3.6.3.44,Abcc1 or Abcc4,,,,,,Transport reactions,,,PMID:18353444;PMID:23945567,0
,MAR11795,Transport (ATP-Dependent) into Extracellular Space,15-deoxy-prostaglandin J2[c] + ATP[c] + H2O[c] => ADP[c] + H+[c] + Pi[c] + 15-deoxy-prostaglandin J2[s],,Abcc1 or Abcc4,,,,,,Transport reactions,,,PMID:12835412;PMID:18353444,0
,MAR11796,Transport (ATP-Dependent) into Extracellular Space,11-dehydro-thromboxane B2[c] + ATP[c] + H2O[c] => ADP[c] + H+[c] + Pi[c] + 11-dehydro-thromboxane B2[s],3.6.3.44,Abcc1 or Abcc4,,,,,,Transport reactions,,,PMID:12835412;PMID:18353444,0
,MAR11800,Transport by Folr into Extracellular Space,"5,10-methylene-THF[s] => 5,10-methylene-THF[c]",3.6.3.44,Folr1 or Folr2,,,,,,Transport reactions,,,PMID:21568705,0
,MAR11801,Transport by Ent1/Ent2 into Extracellular Space,quinonoid dihydrobiopterin[s] <=> quinonoid dihydrobiopterin[c],,Slc29a1 or Slc29a2,,,,,,Transport reactions,,,PMID:20956085,0
,MAR11802,Export Mediated by ATP Binding Cassette (ABC) Transporters,ATP[c] + H2O[c] + sphingosine-1-phosphate[c] => ADP[c] + H+[c] + Pi[c] + sphingosine-1-phosphate[s],3.6.3.44,Abca1 or Abcc1,,,,,,Transport reactions,,,,0
,MAR11804,Putrescine Export via Putrescine/Arginine Exchanger,arginine[s] + putrescine[c] => arginine[c] + putrescine[s],3.6.3.44,Slc3a2 and Slc7a7,,,,,,Transport reactions,,,,0
,MAR11805,Transport by Rfc into Extracellular Space,"hydroxide[c] + 5,10-methylene-THF[s] <=> 5,10-methylene-THF[c] + hydroxide[s]",,Slc19a1,,,,,,Transport reactions,,,PMID:12852262,0
,MAR11808,Uptake via Octn2 Transporter into Extracellular Space,Na+[s] + hexadecenoylcarnitine(9)[s] => hexadecenoylcarnitine(9)[c] + Na+[c],,Slc1a5 or Slc22a5,,,,,,Transport reactions,,,PMID:9685390;PMID:11306651,0
,MAR11809,Transport by ABCa11 into Extracellular Space,"5,10-methylene-THF[c] + ATP[c] + H2O[c] => ADP[c] + H+[c] + Pi[c] + 5,10-methylene-THF[s]",,Abcb4 or Abcc1 or Abcc2 or Abcc4 or Abcc5 or Abcg2,,,,,,Transport reactions,,,PMID:21568705,0
,MAR11810,Transport by Y+Lat-2 into Extracellular Space,arginine[s] + N1-acetylspermidine[c] => arginine[c] + N1-acetylspermidine[s],,Slc3a2 and Slc7a6,,,,,,Transport reactions,,,PMID:18660501,0
,MAR11815,Transport As Vitamin D,calcitriol[s] => calcitriol[c],,Cd36 or Npc1l1 or Scarb1,,,,,,Transport reactions,,,,0
,MAR11854,"Transport of 5Alpha-Androstane-3, 17-Dione, Endoplasmatic Reticulum","5alpha-androstane-3,17-dione[r] + ATP[c] + H2O[c] => 5alpha-androstane-3,17-dione[c] + ADP[c] + H+[c] + Pi[c]",,,,,,,,Transport reactions,,,PMID:15290871,0
,MAR12002,Dopamine 4-O-Glucuronidation,dopamine[c] + UDP-glucuronate[c] => H+[c] + UDP[c] + Dopamine-4-O-Glucuronide[c],2.4.1.17,(Chpf and Chsy1) or Chsy3 or Csgalnact1 or Csgalnact2,,,,,,Tyrosine metabolism,,,PMID:19116261,0
,MAR12003,Dopamine 3-O-Glucuronidation,dopamine[c] + UDP-glucuronate[c] => H+[c] + UDP[c] + Dopamine-3-O-Glucuronide[c],2.4.1.17,(Chpf and Chsy1) or Chsy3 or Csgalnact1 or Csgalnact2,,,,,,Tyrosine metabolism,,,PMID:23683503,0
,MAR12005,"3, 4-Dihydroxyphenylethanol:NADP+ Reductase","3,4-dihydroxyphenylacetaldehyde[c] + H+[c] + NADPH[c] => NADP+[c] + 3,4-Dihydroxyphenylethanol[c]",1.1.1.2,Akr1a1,,,,,,Tyrosine metabolism,,,PMID:10797558,0
,MAR12008,Dopamine 4-O-Glucuronide Transport,ATP[c] + H2O[c] + Dopamine-4-O-Glucuronide[c] => ADP[c] + H+[c] + Pi[c] + Dopamine-4-O-Glucuronide[s],3.6.3.44,Abcc1,,,,,,Transport reactions,,,,0
,MAR12010,Dopamine 3-O-Glucuronide Transport,ATP[c] + H2O[c] + Dopamine-3-O-Glucuronide[c] => ADP[c] + H+[c] + Pi[c] + Dopamine-3-O-Glucuronide[s],3.6.3.44,Abcc1,,,,,,Transport reactions,,,PMID:8640791,0
,MAR12013,Transport of 5-S-Glutathionyl-L-Dopa,5-S-glutathionyl-L-dopa[c] + ATP[c] + H2O[c] => ADP[c] + H+[c] + Pi[c] + 5-S-glutathionyl-L-dopa[s],3.6.3.44,Abcc1 or Ralbp1,,,,,,Transport reactions,,,PMID:9164836,0
,MAR12029,Transport of 5-S-Glutathionyl-Dopamine,5-S-glutathionyl-dopamine[c] + ATP[c] + H2O[c] => ADP[c] + H+[c] + Pi[c] + 5-S-glutathionyl-dopamine[s],3.6.3.44,Abcc1 or Ralbp1,,,,,,Transport reactions,,,,0
,MAR12036,"Beta-Galactosidase, Lysosomal",H2O[l] + Ganglioside Gm1[l] => galactose[l] + GM2[l],,Ctsa or Galns or Glb1 or Gm2a or Neu1 or Psap,,,,,,Sphingolipid metabolism,,,,0
,MAR12037,"Beta-Galactosidase, Lysosomal",H2O[l] + GA1[l] => galactose[l] + GA2[l],,Ctsa or Galns or Glb1 or Gm2a or Neu1 or Psap,,,,,,Sphingolipid metabolism,,,,0
,MAR12038,"Beta-Galactosidase, Lysosomal",H2O[l] + GD1b[l] => galactose[l] + GD2[l],,Glb1,,,,,,Sphingolipid metabolism,,,,0
,MAR12045,Ganglioside Ga1 (Asialo Gm1) Endocytosis,GA1[s] => GA1[l],,,,,,,,Transport reactions,,,,0
,MAR12048,Lactosylceramide Endocytosis,Galactosyl Glucosyl Ceramide[s] => Galactosyl Glucosyl Ceramide[g],,,,,,,,Transport reactions,,,,0
,MAR12053,"Alpha-Galactosidase, Lysosomal",globotriaosylceramide[l] + H2O[l] => galactose[l] + Galactosyl Glucosyl Ceramide[l],,Gla and Psap,,,,,,Sphingolipid metabolism,,,,0
,MAR12058,Ganglioside Gm1 Endocytosis,Ganglioside Gm1[s] => Ganglioside Gm1[l],,,,,,,,Transport reactions,,,,0
,MAR12061,"Hexosaminidase A, Lysosomal",GM2[l] + H2O[l] => GM3[l] + N-acetylgalactosamine[l],,Gm2a and Hexa and Hexb,,,,,,Sphingolipid metabolism,,,,0
,MAR12062,"Hexosaminidase A, Lysosomal",H2O[l] + GD2[l] => N-acetylgalactosamine[l] + GD3[l],,Hexa and Hexb,,,,,,Sphingolipid metabolism,,,,0
,MAR12063,"Hexosaminidase A, Plasma Membrane",H2O[s] + GM2[s] => N-acetylgalactosamine[s] + GM3[s],,Gm2a and Hexa and Hexb,,,,,,Sphingolipid metabolism,,,,0
,MAR12064,Hexosaminidase A;Lysosomal Or Hexosaminidase B;Lysosomal,H2O[l] + GA2[l] => N-acetylgalactosamine[l] + Galactosyl Glucosyl Ceramide[l],,(Gm2a and Hexa and Hexb) or (Gm2a and Hexb),,,,,,Sphingolipid metabolism,,,,0
,MAR12065,"Sialidase, Lysosomal (Neu1)",GM3[l] + H2O[l] => N-acetylneuraminate[l] + Galactosyl Glucosyl Ceramide[l],,Ctsa and Galns and Glb1 and Neu1,,,,,,Sphingolipid metabolism,,,,0
,MAR12120,"ADP/ATP Transporter, Golgi",ADP[g] + ATP[c] => ADP[c] + ATP[g],,,,,,,,Transport reactions,,,,0
,MAR12121,Transport of Gd1B,GD1b[c] <=> GD1b[l],,,,,,,,Transport reactions,,,,0
,MAR12122,"Transport of Gd3, Lysosomal",GD3[l] => GD3[c],,,,,,,,Transport reactions,,,,0
,MAR12142,12-Dehydrocholic acid ABC bile acid transporter,"ATP[c] + H2O[c] + 12-Dehydrocholic acid; 12-Oxodeoxycholic acid; 12oxo-3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic acid[c] => ADP[c] + H+[c] + Pi[c] + 12-Dehydrocholic acid; 12-Oxodeoxycholic acid; 12oxo-3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic acid[s]",,Abcb11 or Abcc2 or Abcc3 or Abcc4,,,,,,Transport reactions,,,PMID:25210150;PMID:26579438;PMID:23506869,0
,MAR12144,12-Dehydrocholic acid transport via sodium cotransport,"2 Na+[s] + 12-Dehydrocholic acid; 12-Oxodeoxycholic acid; 12oxo-3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic acid[s] => 2 Na+[c] + 12-Dehydrocholic acid; 12-Oxodeoxycholic acid; 12oxo-3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic acid[c]",,Slc10a1 or Slc10a2,,,,,,Transport reactions,,,PMID:25210150;PMID:26579438,0
,MAR12146,3-dehydro-chenodehydroxycholic acid formation,H+[c] + NADPH[c] + O2[c] + Chenodeoxycholate[c] => 2 H2O[c] + NADP+[c] + 3-Dehydrochenodeoxychollyc acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid[c],1.14.13.97,Cyp3a13,,,,,,Bile acid biosynthesis,,,PMID:15708356 ;PMID:17263554,0
,MAR12147,3-Dehydrochenodeoxycholic acid ABC bile acid transporter,ATP[c] + H2O[c] + 3-Dehydrochenodeoxychollyc acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid[c] => ADP[c] + H+[c] + Pi[c] + 3-Dehydrochenodeoxychollyc acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid[s],,Abcb11 or Abcc2 or Abcc3 or Abcc4,,,,,,Transport reactions,,,PMID:25210150;PMID:26579438;PMID:23506869,0
,MAR12150,3-Dehydrocholic acid  ABC bile acid transporter,"ATP[c] + H2O[c] + 3-Dehydrocholic acid; 3oxo-7alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid[c] => ADP[c] + H+[c] + Pi[c] + 3-Dehydrocholic acid; 3oxo-7alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid[s]",,Abcb11 or Abcc2 or Abcc3 or Abcc4,,,,,,Transport reactions,,,PMID:25210150;PMID:26579438;PMID:23506869,0
,MAR12151,3-Dehydrocholic acid  transport via bicarbonate countertransport,"HCO3-[c] + 3-Dehydrocholic acid; 3oxo-7alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid[s] <=> HCO3-[s] + 3-Dehydrocholic acid; 3oxo-7alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid[c]",,Slc51a or Slc51b or Slco1b2,,,,,,Transport reactions,,,PMID:25210150;PMID:26579438,0
,MAR12153,3-dehydro-deoxycholic acid ABC bile acid transporter,ATP[c] + H2O[c] + 3-dehydro-Deoxycholate[c] => ADP[c] + H+[c] + Pi[c] + 3-dehydro-Deoxycholate[s],,Abcb11 or Abcc2 or Abcc3,,,,,,Transport reactions,,,PMID:25210150;PMID:26579438,0
,MAR12155,3-dehydro-deoxycholic acid transport via bicarbonate countertransport,HCO3-[c] + 3-dehydro-Deoxycholate[s] <=> HCO3-[s] + 3-dehydro-Deoxycholate[c],,Slc51a or Slc51b or Slco1b2,,,,,,Transport reactions,,,PMID:25210150;PMID:26579438,0
,MAR12157,3-dehydro-lithocholic acid ABC bile acid transporter,ATP[c] + H2O[c] + 3-dehydro-Lithocholate[c] => ADP[c] + H+[c] + Pi[c] + 3-dehydro-Lithocholate[s],,Abcb11 or Abcc2 or Abcc3,,,,,,Transport reactions,,,PMID:25210150;PMID:26579438,0
,MAR12158,3-dehydro-lithocholic acid formation,H+[c] + lithocholate[c] + NADPH[c] + O2[c] => 2 H2O[c] + NADP+[c] + 3-dehydro-Lithocholate[c],1.14.13.97,Cyp3a13,,,,,,Bile acid biosynthesis,,,PMID:15708356 ;PMID:17263554,0
,MAR12161,7-Dehydrochenodeoxycholic acid ABC bile acid transporter,ATP[c] + H2O[c] + 7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid[c] => ADP[c] + H+[c] + Pi[c] + 7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid[s],,Abcb11 or Abcc2 or Abcc3 or Abcc4,,,,,,Transport reactions,,,PMID:25210150;PMID:26579438;PMID:23506869,0
,MAR12163,7-Dehydrochenodeoxycholic acid transport via sodium cotransport,2 Na+[s] + 7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid[s] => 2 Na+[c] + 7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid[c],,Slc10a1 or Slc10a2,,,,,,Transport reactions,,,PMID:25210150;PMID:26579438,0
,MAR12164,7-Dehydrocholic acid ABC bile acid transporter,"ATP[c] + H2O[c] + 7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid[c] => ADP[c] + H+[c] + Pi[c] + 7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid[s]",,Abcb11 or Abcc2 or Abcc3 or Abcc4,,,,,,Transport reactions,,,PMID:25210150;PMID:26579438;PMID:23506869,0
,MAR12166,7-Dehydrocholic acid transport via sodium cotransport,"2 Na+[s] + 7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid[s] => 2 Na+[c] + 7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid[c]",,Slc10a1 or Slc10a2,,,,,,Transport reactions,,,PMID:25210150;PMID:26579438,0
,MAR12167,UDP-Glucuronosyltransferase (UGT) cytosolic (cholic acid),"cholate[c] + UDP-glucuronate[c] => UDP[c] + Cholic acid-24glucuronide, CA-24G[c]",2.4.1.17,Ugt2a1,,,,,,Bile acid biosynthesis,,,PMID:10529008;PMID:8244999;PMID:21995321;PMID:23756265,0
,MAR12169,Glucuronidated bile acid excretion (CA-24G),"ATP[c] + H2O[c] + Cholic acid-24glucuronide, CA-24G[c] => ADP[c] + H+[c] + Pi[c] + Cholic acid-24glucuronide, CA-24G[s]",,Abcc2 or Abcc3 or Abcg2,,,,,,Transport reactions,,,PMID:10529008;PMID:25210150,0
,MAR12171,Cholic acid 3-sulfate ABC bile acid transporter,ATP[c] + H2O[c] + Cholic acid 3-sulfate[c] => ADP[c] + H+[c] + Pi[c] + Cholic acid 3-sulfate[s],,Abcc2 or Abcc3 or Abcc4 or Abcg2,,,,,,Transport reactions,,,PMID:19131563;PMID:25210150,0
,MAR12172,Cholic acid 3-sulfate transport via bicarbonate countertransport,HCO3-[c] + Cholic acid 3-sulfate[s] <=> HCO3-[s] + Cholic acid 3-sulfate[c],,Slco1b2,,,,,,Transport reactions,,,PMID:19131563,0
,MAR12174,UDP-Glucuronosyltransferase (UGT) cytosolic (chenodeoxycholic acid),"UDP-glucuronate[c] + Chenodeoxycholate[c] => UDP[c] + Chenodeoxycholic acid-24glucuronide, CDCA-24G[c]",2.4.1.17,Ugt1a2 or Ugt2a1 or Ugt2a3,,,,,,Bile acid biosynthesis,,,PMID:17058234;PMID:23756265;PMID:25210150,0
,MAR12176,Glucuronidated bile acid excretion (CDCA-24G),"ATP[c] + H2O[c] + Chenodeoxycholic acid-24glucuronide, CDCA-24G[c] => ADP[c] + H+[c] + Pi[c] + Chenodeoxycholic acid-24glucuronide, CDCA-24G[s]",,Abcb11 or Abcc2 or Abcc3 or Abcg2,,,,,,Transport reactions,,,PMID:10529008;PMID:25210150,0
,MAR12178,UDP-Glucuronosyltransferase (UGT) cytosolic (chenodeoxycholic acid),"UDP-glucuronate[c] + Chenodeoxycholate[c] => UDP[c] + Chenodeoxycholic acid-3glucuronide, CDCA-3G[c]",2.4.1.17,Ugt2a1 or Ugt2a3 or Ugt2b1,,,,,,Bile acid biosynthesis,,,PMID:17058234;PMID:23756265;PMID:25210150;PMID:16749861;PMID:10529008,0
,MAR12180,Glucuronidated bile acid excretion (CDCA-3G),"ATP[c] + H2O[c] + Chenodeoxycholic acid-3glucuronide, CDCA-3G[c] => ADP[c] + H+[c] + Pi[c] + Chenodeoxycholic acid-3glucuronide, CDCA-3G[s]",,Abcb11 or Abcc2 or Abcc3 or Abcg2,,,,,,Transport reactions,,,PMID:10529008;PMID:25210150,0
,MAR12183,Chenodeoxycholic acid 6alpha-hydroxylase,H+[c] + NADPH[c] + O2[c] + Chenodeoxycholate[c] => H2O[c] + NADP+[c] + Hyocholic acid; gamma-Muricholate[c],1.14.13.97,Cyp3a13,,,,,,Bile acid biosynthesis,,,PMID:10216279;PMID:17263554,0
,MAR12184,Coprostanol ABC bile acid transporter,ATP[c] + H2O[c] + Coprostanol[c] => ADP[c] + H+[c] + Pi[c] + Coprostanol[s],,Abcb11 or Abcc2 or Abcc3 or Abcc4,,,,,,Transport reactions,,,PMID:25210150;PMID:26579438;PMID:23506869,0
,MAR12186,Coprostanol transport via sodium cotransport,2 Na+[s] + Coprostanol[s] => 2 Na+[c] + Coprostanol[c],,Slc10a1 or Slc10a2,,,,,,Transport reactions,,,PMID:25210150;PMID:26579438,0
,MAR12187,UDP-Glucuronosyltransferase (UGT) cytosolic (deoxycholic acid),"3alpha,12alpha-dihydroxy-5beta-cholanate[c] + UDP-glucuronate[c] => UDP[c] + Deoxycholic acid-24glucuronide, CDA-24G[c]",2.4.1.17,Ugt2a1 or Ugt2b1,,,,,,Bile acid biosynthesis,,,PMID:23756265;PMID:21995321,0
,MAR12189,Glucuronidated bile acid excretion (DCA-24g),"ATP[c] + H2O[c] + Deoxycholic acid-24glucuronide, CDA-24G[c] => ADP[c] + H+[c] + Pi[c] + Deoxycholic acid-24glucuronide, CDA-24G[s]",,Abcb11 or Abcc2 or Abcc3 or Abcg2,,,,,,Transport reactions,,,PMID:10529008;PMID:25210150,0
,MAR12191,UDP-Glucuronosyltransferase (UGT) cytosolic (deoxycholic acid),"3alpha,12alpha-dihydroxy-5beta-cholanate[c] + UDP-glucuronate[c] => UDP[c] + Deoxycholic acid-3glucuronide, CDA-3G[c]",2.4.1.17,Ugt2a1 or Ugt2b1,,,,,,Bile acid biosynthesis,,,PMID:23756265;PMID:21995321,0
,MAR12193,Glucuronidated bile acid excretion (DCA-3G),"ATP[c] + H2O[c] + Deoxycholic acid-3glucuronide, CDA-3G[c] => ADP[c] + H+[c] + Pi[c] + Deoxycholic acid-3glucuronide, CDA-3G[s]",,Abcb11 or Abcc2 or Abcc3 or Abcg2,,,,,,Transport reactions,,,PMID:10529008;PMID:25210150,0
,MAR12195,Deoxycholic acid 3-sulfate ABC bile acid transporter,ATP[c] + H2O[c] + Deoxycholic acid 3-sulfate[c] => ADP[c] + H+[c] + Pi[c] + Deoxycholic acid 3-sulfate[s],,Abcc2 or Abcc3 or Abcc4 or Abcg2,,,,,,Transport reactions,,,PMID:19131563;PMID:25210150,0
,MAR12196,Deoxycholic acid 3-sulfate transport via bicarbonate countertransport,HCO3-[c] + Deoxycholic acid 3-sulfate[s] <=> HCO3-[s] + Deoxycholic acid 3-sulfate[c],,Slco1b2,,,,,,Transport reactions,,,PMID:19131563,0
,MAR12234,Glycocholic acid 3-sulfate ABC bile acid transporter,ATP[c] + H2O[c] + Glycocholic acid 3-sulfate[c] => ADP[c] + H+[c] + Pi[c] + Glycocholic acid 3-sulfate[s],,Abcc2 or Abcc3 or Abcc4 or Abcg2,,,,,,Transport reactions,,,PMID:19131563;PMID:25210150,0
,MAR12235,Glycocholic acid 3-sulfate transport via bicarbonate countertransport,HCO3-[c] + Glycocholic acid 3-sulfate[s] <=> HCO3-[s] + Glycocholic acid 3-sulfate[c],,Slco1b2,,,,,,Transport reactions,,,PMID:19131563,0
,MAR12237,Glycochenodeoxycholic acid 3-sulfate ABC bile acid transporter,ATP[c] + H2O[c] + Glycochenodeoxycholic acid 3-sulfate[c] => ADP[c] + H+[c] + Pi[c] + Glycochenodeoxycholic acid 3-sulfate[s],,Abcc2 or Abcc3 or Abcc4 or Abcg2,,,,,,Transport reactions,,,PMID:19131563;PMID:25210150,0
,MAR12238,Glycochenodeoxycholic acid 3-sulfate via bicarbonate countertransport,HCO3-[c] + Glycochenodeoxycholic acid 3-sulfate[s] <=> HCO3-[s] + Glycochenodeoxycholic acid 3-sulfate[c],,Slco1b2,,,,,,Transport reactions,,,PMID:19131563,0
,MAR12240,Glycodeoxycholic acid 3-sulfate ABC bile acid transporter,ATP[c] + H2O[c] + Glycodeoxycholic acid 3-sulfate[c] => ADP[c] + H+[c] + Pi[c] + Glycodeoxycholic acid 3-sulfate[s],,Abcc2 or Abcc3 or Abcc4 or Abcg2,,,,,,Transport reactions,,,PMID:19131563;PMID:25210150,0
,MAR12241,Glycodeoxycholic acid 3-sulfate via bicarbonate countertransport,HCO3-[c] + Glycodeoxycholic acid 3-sulfate[s] <=> HCO3-[s] + Glycodeoxycholic acid 3-sulfate[c],,Slco1b2,,,,,,Transport reactions,,,PMID:19131563,0
,MAR12243,Glycoursodeoxycholic acid 3-sulfate ABC bile acid transporter,ATP[c] + H2O[c] + Glycoursodeoxycholic acid 3-sulfate[c] => ADP[c] + H+[c] + Pi[c] + Glycoursodeoxycholic acid 3-sulfate[s],,Abcc2 or Abcc3 or Abcc4 or Abcg2,,,,,,Transport reactions,,,PMID:19131563;PMID:25210150,0
,MAR12244,Glycoursodeoxycholic acid 3-sulfate via bicarbonate countertransport,HCO3-[c] + Glycoursodeoxycholic acid 3-sulfate[s] <=> HCO3-[s] + Glycoursodeoxycholic acid 3-sulfate[c],,Slco1b2,,,,,,Transport reactions,,,PMID:19131563,0
,MAR12246,UDP-Glucuronosyltransferase (UGT) cytosolic (hyocholic acid),"UDP-glucuronate[c] + Hyocholic acid; gamma-Muricholate[c] => UDP[c] + Hyocholic acid-24glucuronide, HCA-24G[c]",2.4.1.17,Ugt2a1 or Ugt2a3 or Ugt2b1,,,,,,Bile acid biosynthesis,,,PMID:10529008;PMID:8244999;PMID:21995321;PMID:23756265,0
,MAR12248,Glucuronidated bile acid excretion (HCA-24G),"ATP[c] + H2O[c] + Hyocholic acid-24glucuronide, HCA-24G[c] => ADP[c] + H+[c] + Pi[c] + Hyocholic acid-24glucuronide, HCA-24G[s]",,Abcb11 or Abcc2 or Abcc3 or Abcg2,,,,,,Transport reactions,,,PMID:10529008;PMID:25210150,0
,MAR12250,UDP-Glucuronosyltransferase (UGT) cytosolic (hyocholic acid),"UDP-glucuronate[c] + Hyocholic acid; gamma-Muricholate[c] => UDP[c] + Hyocholic acid-6glucuronide, HCA-6G[c]",2.4.1.17,Ugt2b1,,,,,,Bile acid biosynthesis,,,PMID:10529008;PMID:8244999;PMID:23756265,0
,MAR12252,Glucuronidated bile acid excretion (HCA-6G),"ATP[c] + H2O[c] + Hyocholic acid-6glucuronide, HCA-6G[c] => ADP[c] + H+[c] + Pi[c] + Hyocholic acid-6glucuronide, HCA-6G[s]",,Abcb11 or Abcc2 or Abcc3 or Abcg2,,,,,,Transport reactions,,,PMID:10529008;PMID:25210150,0
,MAR12254,UDP-Glucuronosyltransferase (UGT) cytosolic (hyodeoxycholic acid),"hyodeoxycholate[c] + UDP-glucuronate[c] => H+[c] + UDP[c] + Hyodeoxycholic acid-24glucuronide, HDCA-24G[c]",2.4.1.17,Ugt1a2 or Ugt2a1 or Ugt2a3,,,,,,Bile acid biosynthesis,,,PMID:10529008;PMID:8244999;PMID:21995321;PMID:23756265,0
,MAR12256,Glucuronidated bile acid excretion (HDCA-24G),"ATP[c] + H2O[c] + Hyodeoxycholic acid-24glucuronide, HDCA-24G[c] => ADP[c] + H+[c] + Pi[c] + Hyodeoxycholic acid-24glucuronide, HDCA-24G[s]",,Abcb11 or Abcc2 or Abcc3 or Abcg2,,,,,,Transport reactions,,,PMID:10529008;PMID:25210150,0
,MAR12258,UDP-Glucuronosyltransferase (UGT) cytosolic (hyodeoxycholic acid),"hyodeoxycholate[c] + UDP-glucuronate[c] => H+[c] + UDP[c] + Hyodeoxycholic acid-6glucuronide, HDCA-6G[c]",2.4.1.17,Ugt2a1 or Ugt2a3 or Ugt2b1,,,,,,Bile acid biosynthesis,,,PMID:10529008;PMID:8244999;PMID:23756265,0
,MAR12260,Glucuronidated bile acid excretion (HDCA-6G),"ATP[c] + H2O[c] + Hyodeoxycholic acid-6glucuronide, HDCA-6G[c] => ADP[c] + H+[c] + Pi[c] + Hyodeoxycholic acid-6glucuronide, HDCA-6G[s]",,Abcb11 or Abcc2 or Abcc3 or Abcg2,,,,,,Transport reactions,,,PMID:10529008;PMID:25210150,0
,MAR12262,hyocholic acid ABC bile acid transporter,ATP[c] + H2O[c] + Hyocholic acid; gamma-Muricholate[c] => ADP[c] + H+[c] + Pi[c] + Hyocholic acid; gamma-Muricholate[s],,Abcb11 or Abcc2 or Abcc3,,,,,,Transport reactions,,,PMID:25210150;PMID:26579438,0
,MAR12266,Isochenodeoxycholic acid ABC bile acid transporter,"ATP[c] + H2O[c] + Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid[c] => ADP[c] + H+[c] + Pi[c] + Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid[s]",,Abcb11 or Abcc2 or Abcc3 or Abcc4,,,,,,Transport reactions,,,PMID:25210150;PMID:26579438;PMID:23506869,0
,MAR12268,Isochenodeoxycholic acid transport via sodium cotransport,"2 Na+[s] + Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid[s] => 2 Na+[c] + Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid[c]",,Slc10a1 or Slc10a2,,,,,,Transport reactions,,,PMID:25210150;PMID:26579438,0
